Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Price;Guests Included;Extra People;Minimum Nights;Number of Reviews;Review Scores Rating;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;City
House;Private room;2;2.0;1.0;2.0;Real Bed;42.0;2;0;2;100;92.0;9.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;62.0;2;10;2;33;92.0;10.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;20.0;1;0;1;3;100.0;9.0;10.0;10.0;9.0;9.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;90.0;3;10;2;1;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Private room;3;1.5;1.0;3.0;Real Bed;16.0;1;10;1;18;90.0;9.0;9.0;9.0;8.0;9.0;strict;Madrid
Condominium;Private room;1;1.0;1.0;1.0;Real Bed;30.0;1;0;1;0;;;;;;;flexible;Madrid
Loft;Entire home/apt;3;1.0;0.0;2.0;Real Bed;66.0;1;0;2;1;80.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;1;0;1;0;;;;;;;strict;Palma
Bed & Breakfast;Shared room;2;1.0;1.0;2.0;Real Bed;45.0;1;0;3;12;95.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;25.0;1;0;1;119;93.0;9.0;10.0;10.0;10.0;9.0;moderate;Madrid
House;Private room;3;1.0;1.0;1.0;Real Bed;75.0;2;5;1;26;93.0;10.0;10.0;10.0;10.0;9.0;moderate;Chicago
Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;125.0;2;0;3;56;96.0;10.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;70.0;2;15;1;63;97.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;130.0;1;0;2;4;90.0;9.0;10.0;10.0;10.0;9.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;70.0;1;0;5;14;93.0;9.0;10.0;10.0;9.0;9.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;70.0;2;15;5;37;98.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;46.0;1;0;1;12;87.0;10.0;9.0;9.0;9.0;9.0;flexible;Madrid
Apartment;Entire home/apt;4;2.0;2.0;4.0;Real Bed;252.0;1;0;30;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;70.0;2;20;1;2;90.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;1;10;2;25;92.0;9.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;47.0;2;10;3;27;91.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;39.0;1;5;4;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;81.0;4;20;1;12;97.0;9.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;26.0;1;0;2;0;;;;;;;flexible;Madrid
House;Private room;2;2.0;1.0;1.0;Real Bed;30.0;1;0;4;1;80.0;10.0;10.0;10.0;8.0;10.0;flexible;London
Apartment;Private room;1;;1.0;;Real Bed;50.0;1;0;1;0;;;;;;;flexible;Madrid
House;Private room;1;2.0;1.0;1.0;Real Bed;15.0;1;0;2;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;9;1.5;5.0;5.0;Real Bed;78.0;1;0;2;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;6;2.0;2.0;2.0;Real Bed;120.0;4;10;2;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;5;1.0;2.0;4.0;Real Bed;95.0;2;15;4;67;96.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Loft;Entire home/apt;2;1.0;0.0;1.0;Real Bed;70.0;2;15;2;6;97.0;9.0;10.0;9.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;6;1.0;3.0;4.0;Real Bed;100.0;7;15;2;14;94.0;9.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;62.0;1;0;2;97;90.0;9.0;9.0;9.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;55.0;2;12;4;13;97.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;63.0;1;0;2;5;80.0;10.0;10.0;10.0;10.0;8.0;flexible;Madrid
Apartment;Private room;6;2.0;4.0;6.0;Real Bed;23.0;1;20;4;4;67.0;7.0;8.0;7.0;7.0;7.0;strict;Madrid
Apartment;Entire home/apt;6;3.0;4.0;4.0;Real Bed;390.0;2;0;2;1;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Condominium;Shared room;1;1.0;1.0;1.0;Real Bed;10.0;1;0;1;0;;;;;;;strict;Madrid
Apartment;Private room;2;2.0;1.0;1.0;Real Bed;40.0;1;0;1;0;;;;;;;flexible;Madrid
Condominium;Entire home/apt;4;1.0;1.0;2.0;Real Bed;59.0;1;0;3;20;89.0;10.0;9.0;9.0;9.0;9.0;strict;Barcelona
Apartment;Private room;2;2.0;1.0;1.0;Real Bed;20.0;1;0;10;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;70.0;2;10;3;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;6;1.5;2.0;3.0;Real Bed;120.0;3;15;2;28;91.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;45.0;1;15;30;1;100.0;8.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;18.0;1;7;2;3;93.0;10.0;10.0;10.0;10.0;9.0;flexible;Madrid
Apartment;Entire home/apt;6;1.0;2.0;2.0;Real Bed;88.0;4;25;3;3;93.0;10.0;9.0;9.0;10.0;9.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;35.0;1;0;2;0;;;;;;;flexible;Madrid
House;Entire home/apt;8;2.0;4.0;5.0;Real Bed;102.0;1;0;5;1;100.0;10.0;10.0;10.0;10.0;10.0;strict;Urbanització Montferrutx
Apartment;Entire home/apt;7;1.0;2.0;4.0;Real Bed;109.0;6;0;1;70;98.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;95.0;1;15;2;39;96.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;18.0;1;0;1;31;90.0;9.0;10.0;9.0;9.0;9.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;29.0;1;10;2;22;98.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;70.0;2;15;1;48;96.0;10.0;10.0;10.0;9.0;10.0;strict;Madrid
Apartment;Private room;3;1.0;1.0;2.0;Real Bed;25.0;1;15;2;38;95.0;9.0;10.0;10.0;9.0;9.0;moderate_new;Roma
Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;120.0;2;10;2;0;;;;;;;strict;Madrid
House;Entire home/apt;4;1.0;3.0;4.0;Real Bed;75.0;1;0;2;9;80.0;8.0;9.0;9.0;9.0;8.0;moderate;Madrid
Serviced apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;85.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;6;3.0;3.0;6.0;Real Bed;150.0;1;0;3;5;100.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;55.0;2;10;2;56;94.0;10.0;10.0;10.0;10.0;9.0;strict;Madrid
House;Private room;1;1.0;1.0;1.0;Real Bed;23.0;1;0;2;4;95.0;10.0;10.0;10.0;9.0;9.0;flexible;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;51.0;1;0;2;15;85.0;9.0;9.0;9.0;10.0;9.0;flexible;Madrid
Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;50.0;1;0;10;3;100.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;5;;1.0;1.0;Real Bed;65.0;2;10;2;10;78.0;7.0;9.0;9.0;9.0;8.0;moderate;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;25.0;1;0;1;6;93.0;9.0;9.0;10.0;9.0;9.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;68.0;3;12;3;70;97.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
House;Private room;3;1.0;1.0;2.0;Real Bed;50.0;1;0;1;1;;;;;;;moderate;Schaerbeek
Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;75.0;1;0;5;4;67.0;8.0;8.0;8.0;9.0;8.0;strict;Madrid
House;Private room;3;2.0;1.0;1.0;Real Bed;20.0;2;10;2;106;83.0;8.0;9.0;9.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;125.0;4;30;1;33;92.0;9.0;10.0;10.0;9.0;9.0;moderate;Madrid
Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;70.0;1;0;1;29;78.0;8.0;9.0;9.0;9.0;8.0;flexible;Madrid
Condominium;Private room;2;0.5;1.0;1.0;Real Bed;17.0;1;10;2;10;82.0;8.0;9.0;8.0;6.0;7.0;strict;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;23.0;1;0;1;0;;;;;;;strict;Madrid
Other;Entire home/apt;3;1.0;2.0;2.0;Real Bed;68.0;1;0;2;9;85.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
House;Private room;1;;1.0;1.0;Real Bed;22.0;1;12;5;6;73.0;6.0;10.0;10.0;10.0;7.0;moderate;Madrid
House;Private room;2;1.0;;;Real Bed;20.0;1;0;1;8;97.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Condominium;Entire home/apt;4;1.0;2.0;3.0;Real Bed;132.0;1;0;3;41;98.0;10.0;10.0;10.0;10.0;10.0;strict_new;Venezia
House;Private room;2;1.0;1.0;2.0;Real Bed;19.0;1;10;3;0;;;;;;;strict;Madrid
Bed & Breakfast;Shared room;2;1.0;1.0;1.0;Real Bed;35.0;1;94;1;0;;;;;;;flexible;Malaga
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;65.0;1;0;3;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;100.0;1;0;7;0;;;;;;;flexible;Madrid
House;Entire home/apt;12;4.5;6.0;11.0;Real Bed;322.0;1;0;4;1;100.0;10.0;10.0;10.0;10.0;10.0;strict;Llucmajor
House;Private room;1;1.0;1.0;1.0;Real Bed;18.0;1;0;2;11;96.0;9.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;50.0;1;0;1;8;94.0;9.0;10.0;10.0;10.0;9.0;flexible;Madrid
Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;55.0;1;0;1;17;88.0;9.0;9.0;9.0;10.0;9.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;100.0;1;0;2;2;80.0;10.0;6.0;10.0;6.0;8.0;moderate;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;20.0;1;0;14;0;;;;;;;flexible;Madrid
House;Entire home/apt;6;2.5;3.0;4.0;Real Bed;350.0;1;0;5;0;;;;;;;strict;Costitx
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;105.0;1;0;3;78;92.0;9.0;9.0;9.0;10.0;9.0;strict_new;Roma
Apartment;Entire home/apt;5;1.0;1.0;3.0;Real Bed;55.0;2;5;1;27;87.0;8.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;0.0;1.0;Pull-out Sofa;33.0;1;0;3;25;87.0;9.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;70.0;1;0;1;0;;;;;;;moderate;Madrid
Apartment;Private room;2;2.0;1.0;2.0;Real Bed;22.0;1;11;1;276;90.0;9.0;10.0;10.0;10.0;9.0;strict;Madrid
House;Private room;2;1.0;1.0;1.0;Real Bed;406.0;1;0;1;0;;;;;;;flexible;马德里
Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;35.0;1;25;1;0;;;;;;;strict;Madrid
Townhouse;Private room;1;1.0;1.0;1.0;Real Bed;60.0;1;0;2;5;100.0;10.0;10.0;10.0;10.0;10.0;strict;Washington
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;85.0;1;0;1;107;92.0;9.0;9.0;9.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;75.0;2;15;4;14;95.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
Condominium;Entire home/apt;2;1.0;0.0;1.0;Real Bed;35.0;2;15;2;16;84.0;9.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;103.0;2;0;3;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;64.0;2;10;6;3;90.0;8.0;9.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;40.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Private room;1;1.5;1.0;1.0;Real Bed;25.0;1;0;1;3;93.0;9.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;28.0;1;0;1;27;90.0;9.0;10.0;10.0;10.0;9.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;0.0;4.0;Real Bed;89.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;34.0;1;0;6;2;90.0;8.0;10.0;9.0;10.0;10.0;strict;Madrid
Other;Private room;1;1.0;1.0;1.0;Real Bed;41.0;1;0;1;4;95.0;10.0;9.0;10.0;9.0;10.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;100.0;1;0;1;0;;;;;;;flexible;London
Apartment;Private room;3;1.0;1.0;2.0;Real Bed;27.0;2;11;2;141;91.0;9.0;9.0;9.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;5;1.5;2.0;4.0;Real Bed;80.0;4;15;2;7;89.0;9.0;9.0;10.0;9.0;9.0;flexible;Madrid
Condominium;Private room;2;1.0;1.0;1.0;Real Bed;15.0;1;5;1;22;86.0;10.0;10.0;9.0;8.0;10.0;flexible;Madrid
Apartment;Entire home/apt;3;1.0;1.0;4.0;Real Bed;69.0;4;0;2;45;98.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
House;Private room;2;1.0;1.0;1.0;Real Bed;40.0;1;35;2;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;55.0;2;10;2;5;88.0;10.0;10.0;10.0;10.0;9.0;flexible;Madrid
Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;75.0;2;20;1;2;100.0;10.0;10.0;10.0;9.0;10.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;92.0;3;15;1;192;96.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;35.0;1;0;1;3;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Private room;2;2.0;1.0;1.0;Real Bed;40.0;1;15;1;9;95.0;9.0;10.0;10.0;10.0;10.0;moderate;Madrid
Condominium;Private room;2;1.0;1.0;1.0;Real Bed;25.0;1;0;1;0;;;;;;;flexible;Madrid
House;Entire home/apt;4;2.5;2.0;2.0;Real Bed;110.0;1;0;3;0;;;;;;;moderate;Madrid
Condominium;Private room;1;1.0;1.0;1.0;Real Bed;25.0;1;0;1;0;;;;;;;flexible;Madrid
House;Private room;2;1.0;1.0;2.0;Real Bed;21.0;1;21;2;4;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;1;10;2;10;98.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;24.0;1;0;2;60;95.0;10.0;10.0;10.0;9.0;9.0;moderate;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;40.0;1;0;3;17;91.0;9.0;10.0;10.0;9.0;9.0;flexible;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;30.0;1;15;3;0;;;;;;;moderate;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;95.0;1;0;2;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;2;1.0;0.0;1.0;Pull-out Sofa;52.0;1;0;2;34;88.0;9.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Private room;1;2.0;1.0;1.0;Real Bed;39.0;1;0;7;0;;;;;;;strict;Madrid
Apartment;Private room;2;2.0;1.0;1.0;Real Bed;33.0;1;0;1;112;89.0;9.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;5;1.0;2.0;4.0;Real Bed;80.0;4;15;2;8;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;45.0;1;0;1;1;80.0;10.0;8.0;6.0;10.0;8.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;95.0;1;0;2;1;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Shared room;2;1.0;1.0;1.0;Pull-out Sofa;15.0;1;0;1;0;;;;;;;moderate;Madrid
Apartment;Entire home/apt;6;1.5;3.0;3.0;Real Bed;166.0;7;15;2;6;92.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;99.0;1;0;2;0;;;;;;;moderate;Madrid
Apartment;Entire home/apt;4;1.5;2.0;4.0;Real Bed;99.0;1;0;5;19;96.0;9.0;10.0;9.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;55.0;2;8;2;69;87.0;9.0;9.0;10.0;9.0;9.0;strict;Madrid
Bed & Breakfast;Shared room;2;2.0;1.0;1.0;Futon;30.0;1;0;1;13;88.0;10.0;10.0;10.0;9.0;9.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;70.0;1;30;2;52;96.0;9.0;10.0;10.0;9.0;10.0;flexible;Madrid
Hostel;Private room;2;8.0;1.0;16.0;Real Bed;45.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Private room;2;1.0;1.0;2.0;Real Bed;29.0;1;10;1;3;80.0;10.0;7.0;7.0;8.0;8.0;moderate;Madrid
Apartment;Private room;4;1.0;1.0;3.0;Real Bed;10.0;1;0;12;0;;;;;;;moderate;Madrid
Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;49.0;1;10;1;66;88.0;9.0;8.0;9.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;6;1.0;3.0;4.0;Real Bed;65.0;5;8;1;20;94.0;9.0;10.0;10.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;6;1.0;3.0;5.0;Real Bed;80.0;4;15;5;21;96.0;9.0;10.0;10.0;8.0;9.0;flexible;Madrid
House;Private room;2;1.0;1.0;1.0;Real Bed;29.0;2;15;1;99;83.0;9.0;8.0;8.0;10.0;8.0;moderate;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;71.0;3;30;26;11;93.0;9.0;10.0;10.0;10.0;9.0;strict;Madrid
Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;35.0;1;0;3;35;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;60.0;1;0;2;9;100.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Private room;4;1.5;1.0;4.0;Real Bed;15.0;1;15;1;0;;;;;;;flexible;Madrid
Apartment;Private room;4;1.0;2.0;2.0;Real Bed;102.0;1;0;50;64;93.0;10.0;10.0;10.0;9.0;9.0;strict;Brooklyn
Apartment;Entire home/apt;6;1.0;2.0;5.0;Real Bed;80.0;4;15;2;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;79.0;3;0;2;1;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;3;1.0;0.0;1.0;Real Bed;153.0;1;0;2;1;60.0;8.0;10.0;6.0;10.0;4.0;strict;Barcelona
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;70.0;2;7;2;98;95.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Private room;2;1.0;1.0;2.0;Real Bed;27.0;1;10;2;16;95.0;9.0;10.0;10.0;9.0;9.0;strict;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;14.0;1;0;10;3;73.0;8.0;8.0;7.0;9.0;8.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;60.0;1;0;1;3;80.0;7.0;8.0;10.0;9.0;8.0;flexible;Palma
Other;Entire home/apt;2;1.0;0.0;1.0;Real Bed;60.0;1;0;2;10;82.0;10.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;95.0;2;15;2;11;95.0;10.0;10.0;10.0;9.0;10.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;115.0;1;0;5;0;;;;;;;strict;Madrid
Condominium;Entire home/apt;4;1.0;1.0;1.0;Pull-out Sofa;60.0;2;25;1;3;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Private room;2;2.0;1.0;1.0;Real Bed;24.0;1;0;1;19;89.0;8.0;10.0;10.0;10.0;9.0;flexible;Madrid
Apartment;Entire home/apt;5;2.0;2.0;2.0;Real Bed;95.0;1;0;2;3;93.0;9.0;9.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Private room;1;2.0;1.0;1.0;Real Bed;23.0;15;15;1;1;;;;;;;moderate;Madrid
House;Private room;2;1.5;1.0;1.0;Real Bed;22.0;1;16;1;5;92.0;10.0;10.0;10.0;9.0;10.0;moderate;Madrid
Apartment;Private room;2;2.0;1.0;1.0;Real Bed;45.0;1;10;3;33;95.0;9.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;90.0;2;20;2;63;88.0;9.0;9.0;10.0;10.0;9.0;moderate;Barcelona
Apartment;Entire home/apt;6;1.0;0.0;5.0;Real Bed;80.0;1;0;1;10;78.0;9.0;7.0;8.0;10.0;9.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;28.0;1;0;1;34;81.0;9.0;9.0;9.0;10.0;8.0;strict;Madrid
Bed & Breakfast;Private room;1;0.0;1.0;1.0;Real Bed;18.0;1;18;1;5;88.0;9.0;10.0;10.0;9.0;9.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;75.0;2;0;2;0;;;;;;;strict;Palma
Apartment;Entire home/apt;8;2.0;3.0;3.0;Real Bed;229.0;2;39;1;29;91.0;9.0;9.0;10.0;10.0;9.0;strict;Barcelona
Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;65.0;1;25;1;7;100.0;10.0;10.0;10.0;9.0;10.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;105.0;1;0;2;7;97.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
House;Entire home/apt;6;2.0;2.0;4.0;Real Bed;140.0;1;0;1;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;80.0;4;15;3;105;97.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
House;Entire home/apt;10;4.0;4.0;7.0;Real Bed;196.0;1;0;5;3;80.0;9.0;7.0;5.0;9.0;8.0;strict;Petra
Apartment;Entire home/apt;6;1.0;2.0;3.0;Pull-out Sofa;70.0;4;10;2;121;85.0;9.0;9.0;9.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;80.0;2;10;2;6;93.0;9.0;9.0;8.0;9.0;9.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;2.0;4.0;Real Bed;34.0;1;25;1;0;;;;;;;moderate;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;19.0;1;0;2;1;86.0;8.0;8.0;8.0;8.0;8.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;35.0;1;0;2;1;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Loft;Entire home/apt;4;1.0;0.0;2.0;Real Bed;85.0;2;15;2;56;94.0;9.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;105.0;4;15;2;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;70.0;1;0;2;33;81.0;9.0;8.0;8.0;10.0;8.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;86.0;1;0;2;4;93.0;10.0;10.0;9.0;10.0;9.0;flexible;马德里
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;1;0;1;1;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;25.0;1;0;20;0;;;;;;;strict;Madrid
Apartment;Private room;1;1.5;1.0;1.0;Real Bed;30.0;1;5;2;1;100.0;10.0;10.0;8.0;8.0;10.0;moderate;Madrid
Other;Private room;2;1.0;1.0;2.0;Real Bed;14.0;1;10;1;31;94.0;10.0;9.0;10.0;9.0;9.0;strict;Madrid
House;Entire home/apt;4;1.0;1.0;2.0;Real Bed;120.0;2;25;2;36;99.0;10.0;10.0;10.0;10.0;10.0;strict;Denver
House;Private room;1;1.5;1.0;1.0;Real Bed;55.0;1;0;10;7;97.0;9.0;10.0;10.0;9.0;9.0;strict;Toronto
Apartment;Private room;2;1.0;1.0;2.0;Real Bed;42.0;2;10;1;10;92.0;9.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;119.0;5;20;1;0;;;;;;;strict;Madrid
